斯玛甫 学名 水银
斯玛甫 异名 即八吉
斯玛甫 异名 再依白克
斯玛甫 异名 帕热
斯玛甫 异名 及外
斯玛甫 来源 辰砂
斯玛甫 成份 汞
斯玛甫 主产地 贵州
斯玛甫 主产地 广西
斯玛甫 主产地 云南
斯玛甫 主产地 湖南
斯玛甫 主产地 湖北
斯玛甫 主产地 四川
斯玛甫 主产地 西班牙
斯玛甫 主产地 美国
斯玛甫 主产地 日本
斯玛甫 主产地 印度
斯玛甫 贮藏 置坚固的容器中，于阴凉处密闭保存
斯玛甫 性味 二级寒
斯玛甫 性味 三级湿
斯玛甫 性味 味淡
斯玛甫 性味 有毒
斯玛甫 功能主治 生湿生寒
斯玛甫 功能主治 除风净血
斯玛甫 功能主治 收敛生肌
斯玛甫 功能主治 排脓去毒
斯玛甫 功能主治 愈合伤口
斯玛甫 功能主治 抗菌消炎
斯玛甫 功能主治 固精壮阳
斯玛甫 功能主治 杀虫
斯玛甫 治疗 恶性疮疡
斯玛甫 治疗 梅毒
斯玛甫 治疗 湿疹
斯玛甫 治疗 头癣
斯玛甫 治疗 早泄
斯玛甫 治疗 遗精
斯玛甫 治疗 阳痿
斯玛甫 用法用量 内服：0.12～0.24g
斯玛甫 用法用量 外用：适量
斯玛甫 入药形式 散剂
斯玛甫 入药形式 小丸剂
斯玛甫 入药形式 粉剂
斯玛甫 入药形式 油剂
斯玛甫 入药形式 软膏
斯玛甫 性味 有毒
斯玛甫 用法用量 多为外用
斯玛甫 用法用量 内服要去毒后慎用
斯玛甫 不良反应 对口腔、牙齿、筋和肾有害
斯玛甫 矫正药 牛乳
斯玛甫 矫正药 油脂汤
斯玛甫 矫正药 果浆
斯玛甫 矫正药 糖浆
斯玛甫 代用药 熔化铅
斯玛甫 制剂 艾比再依白克小丸
斯玛甫 制剂 热维改尼斯玛甫油
艾比再依白克小丸 规格 水银、阿月浑子、巴旦杏仁、柠檬汁、鲜指甲花汁各9g
艾比再依白克小丸 规格 穆库没药、阿拉伯胶、西黄芪胶、大黄、盒果藤根皮各15g
艾比再依白克小丸 规格 阿里红、淀粉、藏红花、乳香各6g
艾比再依白克小丸 规格 樟脑、郁金、司卡摩尼亚脂各3g
艾比再依白克小丸 功能主治 除风净血
艾比再依白克小丸 功能主治 排脓去毒
艾比再依白克小丸 功能主治 收敛生肌
艾比再依白克小丸 功能主治 愈合创口
艾比再依白克小丸 治疗 梅毒
艾比再依白克小丸 治疗 麻风
艾比再依白克小丸 治疗 陈疮不愈
艾比再依白克小丸 治疗 瘘管
艾比再依白克小丸 治疗 疮疡
艾比再依白克小丸 治疗 疗疥
热维改尼斯玛甫油 规格 水银、硫黄、橄榄油、白蜡、胡麻仁各30g
热维改尼斯玛甫油 规格 穆库没药20g
热维改尼斯玛甫油 规格 珊瑚15g
热维改尼斯玛甫油 规格 赤石脂、天竺黄、姜黄各13g
热维改尼斯玛甫油 规格 牛骨髓、蛋黄油30ml
热维改尼斯玛甫油 功能主治 清热解毒
热维改尼斯玛甫油 功能主治 防腐生肌
热维改尼斯玛甫油 功能主治 杀虫止痒
热维改尼斯玛甫油 治疗 传染性疮疡
热维改尼斯玛甫油 治疗 湿疹
热维改尼斯玛甫油 治疗 皮肤癣症
艾比斯玛甫小丸 规格 水银(汞)、菟丝草各10g
艾比斯玛甫小丸 规格 除虫菊根6g
艾比斯玛甫小丸 规格 曼陀罗子、高良姜、肉豆蔻、桂皮各3g
艾比斯玛甫小丸 规格 玫瑰花露50ml
艾比斯玛甫小丸 功能主治 固精
艾比斯玛甫小丸 治疗 早泄
艾比斯玛甫小丸 治疗 遗精
卡西特西 学名 玉石
卡西特西 异名 艾节如聖业谢比
卡西特西 异名 散格业谢比
卡西特西 来源 硅酸盐类
卡西特西 来源 透闪石
卡西特西 来源 蛇纹石
卡西特西 主产地 新疆和田
卡西特西 主产地 吉林
卡西特西 主产地 辽宁
卡西特西 性味 二级干寒
卡西特西 性味 无味
卡西特西 性味 无毒
卡西特西 功能主治 生干生寒
卡西特西 功能主治 清热补心
卡西特西 功能主治 凉血止血
卡西特西 功能主治 燥湿补胃
卡西特西 治疗 热性心虚
卡西特西 治疗 心悸
卡西特西 治疗 心慌
卡西特西 治疗 血热出血
卡西特西 治疗 湿性胃虚
卡西特西 用法用量 内服：1g
卡西特西 用法用量 外用：适量
卡西特西 入药形式 糖膏剂
卡西特西 入药形式 心舒膏
卡西特西 不良反应 对膀胱有害
卡西特西 矫正药 蜂蜜
卡西特西 代用药 宝石
卡西特西 制剂 木排日业谢比舒心膏
木排日业谢比舒心膏 规格 玉石、玛瑙、金箔、三条筋、郁金、多榔菊、麝香各2g
木排日业谢比舒心膏 规格 紫檀香、白石脂、蜜蜂花、矢车菊各6g
木排日业谢比舒心膏 规格 珍珠、天竺黄、玫瑰花、青金石、琥珀、莲花、小檗实、芫荽实、沉香、陈皮、牛舌草、补血草、马兜铃根、菊苣子、焦蚕茧、樟脑、龙涎香各9g
木排日业谢比舒心膏 规格 余甘子煎液50ml
木排日业谢比舒心膏 规格 诃子煎液50ml
木排日业谢比舒心膏 规格 韫样糖浆50ml
木排日业谢比舒心膏 规格 玫瑰花露、苹果糖浆、甜石榴糖浆各180ml
木排日业谢比舒心膏 规格 方糖150g
木排日业谢比舒心膏 功能主治 补脑强心
木排日业谢比舒心膏 功能主治 爽心悦志
木排日业谢比舒心膏 治疗 脑虚失眠
木排日业谢比舒心膏 治疗 想思过多
木排日业谢比舒心膏 治疗 抑郁症
木排日业谢比舒心膏 治疗 情绪低落
木排日业谢比舒心膏 治疗 心脏虚弱
木排日业谢比舒心膏 治疗 心悸心慌
阿哈克 学名 石灰
阿哈克 异名 诺热
阿哈克 异名 阿海克
阿哈克 异名 丑那
阿哈克 来源 石灰岩
阿哈克 主产地 国内外各地
阿哈克 成份 碳酸钙
阿哈克 成份 硅酸
阿哈克 成份 铁
阿哈克 成份 铝
阿哈克 成份 镁
阿哈克 性味 二级干
阿哈克 性味 四级热
阿哈克 性味 味辛
阿哈克 性味 苦
阿哈克 性味 涩
阿哈克 功能主治 生干生热
阿哈克 功能主治 赤肤发泡
阿哈克 功能主治 增加色素
阿哈克 功能主治 熟化炎肿
阿哈克 功能主治 软坚散结
阿哈克 功能主治 脱毛脱皮
阿哈克 治疗 顽固性皮肤病
阿哈克 治疗 白癜风
阿哈克 治疗 寒性炎肿
阿哈克 治疗 疗疮
阿哈克 治疗 疣子
阿哈克 治疗 多毛症
阿哈克 用法用量 外用：2～6g
阿哈克 用法用量 不宜内服
阿哈克 入药形式 搽剂
阿哈克 入药形式 敷剂
阿哈克 入药形式 软膏
阿哈克 不良反应 口干
阿哈克 不良反应 胃痛腹痛
阿哈克 不良反应 尿闭
阿哈克 不良反应 昏迷
阿哈克 不良反应 内出血
阿哈克 不良反应 死亡
阿哈克 制剂 买日合米诺热软膏
买日合米诺热软膏 规格 熟石灰100g
买日合米诺热软膏 规格 樟脑15g
买日合米诺热软膏 规格 植物油900ml
买日合米诺热软膏 功能主治 消炎退肿
买日合米诺热软膏 功能主治 清热止痛
买日合米诺热软膏 治疗 烫伤烧伤
买日合米诺热软膏 治疗 创伤疼痛
盖及 学名 石膏
盖及 异名 竹不西尼
盖及 异名 术不新
盖及 异名 朱比森
盖及 异名 克里斯
盖及 来源 石膏
盖及 主产地 湖北
盖及 主产地 安徽
盖及 主产地 河南
盖及 主产地 四川
盖及 主产地 湖南
盖及 主产地 广东
盖及 主产地 广西
盖及 主产地 云南
盖及 主产地 新疆
盖及 主产地 美国
盖及 主产地 加拿大
盖及 主产地 前苏联
盖及 贮藏 与寒水石等外形类似易混品种分开放
盖及 成份 硫酸钙
盖及 成份 铅
盖及 成份 硅
盖及 成份 铝
盖及 性味 干寒
盖及 功能主治 生干生寒
盖及 功能主治 收敛止血
盖及 功能主治 燥湿祛腐
盖及 功能主治 消炎愈伤
盖及 治疗 外伤出血
盖及 治疗 鼻出血
盖及 治疗 余肌腐烂
盖及 治疗 烧伤烫伤
盖及 用法用量 外用：适量
盖及 入药形式 伤粉
盖及 入药形式 敷剂
盖及 入药形式 软膏
盖及 性味 有毒
盖及 用法用量 不可内服
盖及 不良反应 皮肤的干燥
盖及 矫正药 寒性油剂
盖及 制剂 热维改尼盖及软膏
热维改尼盖及软膏 规格 石膏粉
热维改尼盖及软膏 规格 天山堇菜油
热维改尼盖及软膏 规格 红花子油
热维改尼盖及软膏 规格 西瓜仁油
热维改尼盖及软膏 规格 大麦粉
热维改尼盖及软膏 入药形式 软膏
热维改尼盖及软膏 功能主治 收敛止血
热维改尼盖及软膏 功能主治 燥湿祛腐
热维改尼盖及软膏 治疗 外伤出血
